timestamp,total_blinks
0.0,0
0.03333333333333333,0
0.06666666666666667,0
0.1,0
0.13333333333333333,0
0.16666666666666666,0
0.2,0
0.23333333333333334,0
0.26666666666666666,0
0.3,0
0.3333333333333333,0
0.36666666666666664,0
0.4,0
0.43333333333333335,0
0.4666666666666667,0
0.5,0
0.5333333333333333,0
0.5666666666666667,0
0.6,0
0.6333333333333333,0
0.6666666666666666,0
0.7,0
0.7333333333333333,0
0.7666666666666667,0
0.8,0
0.8333333333333334,0
0.8666666666666667,0
0.9,0
0.9333333333333333,0
0.9666666666666667,0
1.0,0
1.0333333333333334,0
1.0666666666666667,0
1.1,0
1.1333333333333333,0
1.1666666666666667,0
1.2,0
1.2333333333333334,0
1.2666666666666666,0
1.3,0
1.3333333333333333,0
1.3666666666666667,0
1.4,0
1.4333333333333333,0
1.4666666666666666,0
1.5,0
1.5333333333333334,0
1.5666666666666667,0
1.6,0
1.6333333333333333,0
1.6666666666666667,0
1.7,0
1.7333333333333334,0
1.7666666666666666,0
1.8,0
1.8333333333333333,0
1.8666666666666667,0
1.9,0
1.9333333333333333,0
1.9666666666666666,0
2.0,0
2.033333333333333,0
2.066666666666667,0
2.1,0
2.1333333333333333,0
2.1666666666666665,1
2.2,1
2.2333333333333334,1
2.2666666666666666,1
2.3,1
2.3333333333333335,1
2.3666666666666667,1
2.4,1
2.433333333333333,1
2.466666666666667,1
2.5,1
2.533333333333333,1
2.566666666666667,1
2.6,1
2.6333333333333333,1
2.6666666666666665,1
2.7,1
2.7333333333333334,1
2.7666666666666666,1
2.8,1
2.8333333333333335,1
2.8666666666666667,1
2.9,1
2.933333333333333,1
2.966666666666667,1
3.0,1
3.033333333333333,1
3.066666666666667,1
3.1,1
3.1333333333333333,1
3.1666666666666665,1
3.2,1
3.2333333333333334,1
3.2666666666666666,1
3.3,1
3.3333333333333335,1
3.3666666666666667,1
3.4,1
3.433333333333333,1
3.466666666666667,1
3.5,1
3.533333333333333,1
3.566666666666667,1
3.6,1
3.6333333333333333,1
3.6666666666666665,1
3.7,1
3.7333333333333334,1
3.7666666666666666,1
3.8,1
3.8333333333333335,1
3.8666666666666667,1
3.9,1
3.933333333333333,1
3.966666666666667,1
4.0,1
4.033333333333333,1
4.066666666666666,1
4.1,1
4.133333333333334,1
4.166666666666667,1
4.2,1
4.233333333333333,1
4.266666666666667,1
4.3,1
4.333333333333333,1
4.366666666666666,1
4.4,1
4.433333333333334,1
4.466666666666667,1
4.5,1
4.533333333333333,1
4.566666666666666,1
4.6,1
4.633333333333334,1
4.666666666666667,1
4.7,1
4.733333333333333,1
4.766666666666667,1
4.8,1
4.833333333333333,1
4.866666666666666,1
4.9,1
4.933333333333334,1
4.966666666666667,1
5.0,1
5.033333333333333,1
5.066666666666666,1
5.1,1
5.133333333333334,1
5.166666666666667,1
5.2,1
5.233333333333333,1
5.266666666666667,1
5.3,1
5.333333333333333,1
5.366666666666666,1
5.4,1
5.433333333333334,1
5.466666666666667,1
5.5,1
5.533333333333333,1
5.566666666666666,1
5.6,1
5.633333333333334,1
5.666666666666667,1
5.7,1
5.733333333333333,1
5.766666666666667,1
5.8,1
5.833333333333333,1
5.866666666666666,1
5.9,1
5.933333333333334,1
5.966666666666667,1
6.0,1
6.033333333333333,1
6.066666666666666,1
6.1,1
6.133333333333334,1
6.166666666666667,1
6.2,1
6.233333333333333,1
6.266666666666667,1
6.3,1
6.333333333333333,1
6.366666666666666,1
6.4,1
6.433333333333334,1
6.466666666666667,1
6.5,1
6.533333333333333,1
6.566666666666666,1
6.6,1
6.633333333333334,1
6.666666666666667,1
6.7,1
6.733333333333333,1
6.766666666666667,1
6.8,1
6.833333333333333,1
6.866666666666666,1
6.9,1
6.933333333333334,1
6.966666666666667,1
7.0,1
7.033333333333333,1
7.066666666666666,1
7.1,1
7.133333333333334,1
7.166666666666667,1
7.2,1
7.233333333333333,1
7.266666666666667,1
7.3,1
7.333333333333333,1
7.366666666666666,1
7.4,1
7.433333333333334,1
7.466666666666667,1
7.5,1
7.533333333333333,1
7.566666666666666,1
7.6,1
7.633333333333334,1
7.666666666666667,1
7.7,1
7.733333333333333,1
7.766666666666667,1
7.8,1
7.833333333333333,1
7.866666666666666,1
7.9,1
7.933333333333334,1
7.966666666666667,1
8.0,1
8.033333333333333,1
8.066666666666666,1
8.1,1
8.133333333333333,1
8.166666666666666,1
8.2,1
8.233333333333333,1
8.266666666666667,1
8.3,1
8.333333333333334,1
8.366666666666667,1
8.4,1
8.433333333333334,1
8.466666666666667,1
8.5,1
8.533333333333333,1
8.566666666666666,1
8.6,1
8.633333333333333,1
8.666666666666666,1
8.7,1
8.733333333333333,1
8.766666666666667,1
8.8,1
8.833333333333334,1
8.866666666666667,1
8.9,1
8.933333333333334,1
8.966666666666667,1
9.0,1
9.033333333333333,1
9.066666666666666,1
9.1,1
